547,7997.668
548,8035.933
549,8074.198
550,8112.462
551,8150.727
552,8179.199
553,8178.906
554,8178.613
555,8178.32
556,8178.027
557,8177.734
558,8177.441
559,8177.148
560,8176.855
561,8176.562
562,8176.269
563,8175.976
564,8175.683
565,8175.39
566,8175.097
567,8174.804
568,8174.511
569,8174.218
570,8173.925
571,8173.632
572,8173.339
573,8173.046
574,8172.753
575,8172.46
576,8172.167
577,8171.874
578,8171.581
579,8171.288
580,8170.995
581,8170.701
582,8170.408
583,8170.115
584,8169.822
585,8169.529
586,8169.236
587,8168.943
588,8168.65
589,8168.357
590,8168.064
591,8167.771
592,8167.478
593,8167.185
594,8166.892
595,8166.599
596,8166.306
597,8166.013
598,8165.72
599,8165.427
600,8165.134
601,8164.841
602,8164.548
603,8164.255
604,8163.962
605,8163.669
606,8163.376
607,8163.083
608,8162.79
609,8162.497
610,8162.204
611,8161.911
612,8161.618
613,8161.325
614,8161.032
615,8160.739
616,8160.446
617,8160.153
618,8159.86
619,8159.567
620,8159.274
621,8158.981
622,8158.688
623,8158.395
624,8158.102
625,8157.809
626,8157.516
627,8157.223
628,8156.93
629,8156.637
630,8156.343
631,8156.05
632,8155.757
633,8155.464
634,8155.171
635,8154.878
636,8154.585
637,8154.292
638,8153.999
639,8153.706
640,8153.413
641,8153.12
642,8152.827
643,8152.534
644,8152.241
645,8151.948
646,8151.655
647,8151.362
648,8151.069
649,8150.776
650,8150.483
651,8150.19
652,8149.897
653,8149.604
654,8149.311
655,8149.018
656,8148.725
657,8148.432
658,8148.139
659,8147.846
660,8147.553
661,8147.26
662,8146.967
663,8146.674
664,8146.381
665,8146.088
666,8145.795
667,8145.502
668,8145.209
669,8144.916
670,8144.623
671,8144.33
672,8144.037
673,8143.744
674,8143.451
675,8143.158
676,8142.865
677,8142.572
678,8142.278
679,8141.985
680,8141.692
681,8141.399
682,8141.106
683,8140.813
684,8140.52
685,8140.227
686,8139.934
687,8139.641
688,8139.348
689,8139.055
690,8138.762
691,8138.469
692,8138.176
693,8137.883
694,8137.59
695,8137.297
696,8137.004
697,8136.711
698,8136.418
699,8136.125
700,8135.832
701,8135.539
702,8135.246
703,8134.953
704,8134.66
705,8134.367
706,8134.074
707,8133.781
708,8133.488
709,8133.195
710,8132.902
711,8132.609
712,8132.316
713,8132.023
714,8131.73
715,8131.437
716,8131.144
717,8130.851
718,8130.558
719,8130.265
720,8129.972
721,8129.679
722,8129.386
723,8129.093
724,8128.8
725,8128.507
726,8128.214
727,8127.92
728,8127.627
729,8127.334
730,8127.041
731,8126.748
732,8126.455
733,8126.162
734,8125.869
735,8125.576
736,8125.283
737,8124.99
738,8124.697
739,8124.404
740,8124.111
741,8123.818
742,8123.525
743,8123.232
744,8122.939
745,8122.646
746,8122.353
747,8122.06
748,8121.767
749,8121.474
750,8121.181
751,8120.888
752,8120.595
753,8120.302
754,8120.009
755,8119.716
756,8119.423
757,8119.13
758,8118.837
759,8118.544
760,8118.251
761,8117.958
762,8117.665
763,8117.372
764,8117.079
765,8116.786
766,8116.493
767,8116.2
768,8115.907
769,8115.614
770,8115.321
771,8115.028
772,8114.735
773,8106.914
774,8081.66
775,8056.406
776,8031.152
777,8005.898
778,7980.644
779,7955.39
780,7930.136
781,7904.882
782,7879.629
783,7854.375
784,7829.121
785,7803.867
786,7778.613
787,7753.359
788,7728.105
789,7702.851
790,7677.597
791,7652.343
792,7627.09
793,7601.836
794,7576.582
795,7551.328
796,7526.074
797,7500.82
798,7475.566
799,7450.312
800,7425.058
801,7399.804
802,7374.551
803,7349.297
804,7324.043
805,7298.789
806,7273.535
807,7248.281
808,7223.027
809,7197.773
810,7172.519
811,7147.265
812,7122.012
813,7096.758
814,7071.504
815,7046.25
816,7020.996
817,6995.742
818,6970.488
819,6945.234
820,6919.98
821,6894.726
822,6869.473
823,6844.219
824,6818.965
825,6793.711
826,6768.457
827,6743.203
828,6717.949
829,6692.695
830,6667.441
831,6642.187
832,6616.934
833,6591.68
834,6566.426
835,6541.172
836,6515.918
837,6490.664
838,6465.41
839,6440.156
840,6414.902
841,6389.648
842,6364.395
843,6339.141
844,6313.887
845,6288.633
846,6263.379
847,6238.125
848,6212.871
849,6187.617
850,6162.363
851,6137.109
852,6111.856
853,6086.602
854,6061.348
855,6036.094
856,6010.84
857,5985.586
858,5960.332
859,5935.078
860,5909.824
861,5884.57
862,5859.317
863,5834.063
864,5808.809
865,5783.555
866,5758.301
867,5733.047
868,5707.793
869,5682.539
870,5657.285
871,5632.031
872,5606.778
873,5581.524
874,5556.27
875,5531.016
876,5505.762
877,5480.508
878,5455.254
879,5430
880,5404.746
881,5379.492
882,5354.239
883,5328.985
884,5303.731
885,5278.477
886,5253.223
887,5227.969
888,5202.715
889,5177.461
890,5152.207
891,5126.953
892,5101.7
893,5076.446
894,5051.192
895,5025.938
896,5000.684
897,4975.43
898,4950.176
899,4924.922
900,4899.668
901,4874.414
902,4849.161
903,4823.907
904,4798.653
905,4773.399
906,4748.145
907,4722.891
908,4697.637
909,4672.383
910,4647.129
911,4621.875
912,4596.622
913,4571.368
914,4546.114
915,4520.86
916,4495.606
917,4470.352
918,4445.098
919,4419.844
920,4394.59
921,4369.336
922,4344.083
923,4318.829
924,4293.575
925,4268.321
926,4243.067
927,4217.813
928,4192.559
929,4167.305
930,4142.051
931,4116.797
932,4091.544
933,4066.29
934,4041.036
935,4015.782
936,3990.528
937,3965.274
938,3940.02
939,3914.766
940,3889.512
941,3864.258
942,3839.005
943,3813.751
944,3788.497
945,3763.243
946,3737.989
947,3712.735
948,3687.481
949,3662.227
950,3636.973
951,3611.719
952,3586.466
953,3561.212
954,3535.958
955,3510.704
956,3485.45
957,3460.196
958,3434.942
959,3409.688
960,3384.434
961,3359.18
962,3333.927
963,3308.673
964,3283.419
965,3258.165
966,3232.911
967,3207.657
968,3182.403
969,3157.149
970,3131.895
971,3106.641
972,3081.388
973,3056.134
974,3030.88
975,3005.626
976,2980.372
977,2955.118
978,2929.864
979,2904.61
980,2879.356
981,2854.102
982,2828.849
983,2803.595
984,2778.341
985,2753.087
986,2727.833
987,2702.579
988,2677.325
989,2652.071
990,2626.817
991,2601.563
992,2576.31
993,2551.056
994,2525.802
995,2500.548
996,2475.294
997,2450.04
998,2424.786
999,2399.532
1000,2374.278
1001,2349.024
1002,2323.771
1003,2298.517
1004,2273.263
1005,2248.009
1006,2222.755
1007,2197.501
1008,2172.247
1009,2146.993
1010,2121.739
1011,2096.485
1012,2071.232
1013,2045.978
1014,2020.724
1015,1995.47
1016,1970.216
1017,1944.962
1018,1919.708
1019,1894.454
1020,1869.2
1021,1843.946
1022,1818.693
1023,1793.439
1024,1768.185
1025,1742.931
1026,1717.677
1027,1692.423
1028,1667.169
1029,1641.915
1030,1616.661
1031,1591.407
1032,1566.154
1033,1540.9
1034,1515.646
1035,1490.392
1036,1465.138
1037,1439.884
1038,1414.63
1039,1389.376
1040,1364.122
1041,1338.868
1042,1313.615
1043,1288.361
1044,1263.107
1045,1237.853
1046,1212.599
1047,1187.345
1048,1162.091
1049,1136.837
1050,1111.583
1051,1086.329
1052,1061.075
1053,1035.822
1054,1010.568
1055,985.314
1056,960.06
1057,934.806
1058,909.552
1059,884.298
1060,859.044
1061,833.79
1062,808.536
1063,783.283
1064,758.029
1065,732.775
1066,707.521
1067,682.267
1068,657.013
1069,631.759
1070,606.505
1071,581.251
1072,555.997
1073,530.744
1074,505.49
1075,480.236
1076,454.982
1077,429.728
1078,404.474
1079,379.22
1080,353.966
1081,328.712
1082,303.458
1083,278.205
1084,252.951
1085,227.697
1086,202.443
1087,177.189
1088,151.935
1089,126.681
