340,76.891
341,115.156
342,153.42
343,191.685
344,229.95
345,268.214
346,306.479
347,344.743
348,383.008
349,421.273
350,459.537
351,497.802
352,536.067
353,574.331
354,612.596
355,650.86
356,689.125
357,727.39
358,765.654
359,803.919
360,842.184
361,880.448
362,918.713
363,956.977
364,995.242
365,1033.507
366,1071.771
367,1110.036
368,1148.301
369,1186.565
370,1224.83
371,1263.094
372,1301.359
373,1339.624
374,1377.888
375,1416.153
376,1454.418
377,1492.682
378,1530.947
379,1569.211
380,1607.476
381,1645.741
382,1684.005
383,1722.27
384,1760.535
385,1798.799
386,1837.064
387,1875.328
388,1913.593
389,1951.858
390,1990.122
391,2028.387
392,2066.652
393,2104.916
394,2143.181
395,2181.445
396,2219.71
397,2257.975
398,2296.239
399,2334.504
400,2372.769
401,2411.033
402,2449.298
403,2487.562
404,2525.827
405,2564.092
406,2602.356
407,2640.621
408,2678.886
409,2717.15
410,2755.415
411,2793.679
412,2831.944
413,2870.209
414,2908.473
415,2946.738
416,2985.003
417,3023.267
418,3061.532
419,3099.796
420,3138.061
421,3176.326
422,3214.59
423,3252.855
424,3291.12
425,3329.384
426,3367.649
427,3405.913
428,3444.178
429,3482.443
430,3520.707
431,3558.972
432,3597.237
433,3635.501
434,3673.766
435,3712.03
436,3750.295
437,3788.56
438,3826.824
439,3865.089
440,3903.354
441,3941.618
442,3979.883
443,4018.147
444,4056.412
445,4094.677
446,4132.941
447,4171.206
448,4209.471
449,4247.735
450,4286
451,4324.264
452,4362.529
453,4400.794
454,4439.058
455,4477.323
456,4515.588
457,4553.852
458,4592.117
459,4630.381
460,4668.646
461,4706.911
462,4745.175
463,4783.44
464,4821.705
465,4859.969
466,4898.234
467,4936.498
468,4974.763
469,5013.028
470,5051.292
471,5089.557
472,5127.822
473,5166.086
474,5204.351
475,5242.615
476,5280.88
477,5319.145
478,5357.409
479,5395.674
480,5433.939
481,5472.203
482,5510.468
483,5548.732
484,5586.997
485,5625.262
486,5663.526
487,5701.791
488,5740.056
489,5778.32
490,5816.585
491,5854.849
492,5893.114
493,5931.379
494,5969.643
495,6007.908
496,6046.173
497,6084.437
498,6122.702
499,6160.966
500,6199.231
501,6237.496
502,6275.76
503,6314.025
504,6352.29
505,6390.554
506,6428.819
507,6467.083
508,6505.348
509,6543.613
510,6581.877
511,6620.142
512,6658.407
513,6696.671
514,6734.936
515,6773.2
516,6811.465
517,6849.73
518,6887.994
519,6926.259
520,6964.524
521,7002.788
522,7041.053
523,7079.317
524,7117.582
525,7155.847
526,7194.111
527,7232.376
528,7270.641
529,7308.905
530,7347.17
531,7385.434
532,7423.699
533,7461.964
534,7500.228
535,7538.493
536,7576.758
537,7615.022
538,7653.287
539,7691.551
540,7729.816
541,7768.081
542,7806.345
543,7844.61
544,7882.875
545,7921.139
546,7959.404
