# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.897, -2.050 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""51.89708930387609"""," ""lon"": ""-2.050085593066383"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
26/03/2019 22:00,26/03/2019 22:00,0,0,0,3.025,,,,,,,,,,,,,
26/03/2019 23:00,26/03/2019 23:00,0,0,0,2.349,,,,,,,,,,,,,
27/03/2019 00:00,27/03/2019 00:00,0,0,0,1.846,,,,,,,,,,,,,
27/03/2019 01:00,27/03/2019 01:00,0,0,0,1.49,,,,,,,,,,,,,
27/03/2019 02:00,27/03/2019 02:00,0,0,0,1.218,,,,,,,,,,,,,
27/03/2019 03:00,27/03/2019 03:00,0,0,0,0.972,,,,,,,,,,,,,
27/03/2019 04:00,27/03/2019 04:00,0,0,0,0.766,,,,,,,,,,,,,
27/03/2019 05:00,27/03/2019 05:00,0,0,0,0.587,,,,,,,,,,,,,
27/03/2019 06:00,27/03/2019 06:00,0.042,0.025,0.033,1.773,,,,,,,,,,,,,
27/03/2019 07:00,27/03/2019 07:00,0.234,0.197,0.064,5.208,,,,,,,,,,,,,
27/03/2019 08:00,27/03/2019 08:00,0.445,0.424,0.075,7.637,,,,,,,,,,,,,
27/03/2019 09:00,27/03/2019 09:00,0.616,0.639,0.079,10.375,,,,,,,,,,,,,
27/03/2019 10:00,27/03/2019 10:00,0.725,0.787,0.085,11.536,,,,,,,,,,,,,
27/03/2019 11:00,27/03/2019 11:00,0.779,0.868,0.089,12.438,,,,,,,,,,,,,
27/03/2019 12:00,27/03/2019 12:00,0.783,0.877,0.091,13.139,,,,,,,,,,,,,
27/03/2019 13:00,27/03/2019 13:00,0.736,0.811,0.089,13.602,,,,,,,,,,,,,
27/03/2019 14:00,27/03/2019 14:00,0.634,0.671,0.086,13.76,,,,,,,,,,,,,
27/03/2019 15:00,27/03/2019 15:00,0.484,0.481,0.08,13.632,,,,,,,,,,,,,
27/03/2019 16:00,27/03/2019 16:00,0.283,0.251,0.073,13.109,,,,,,,,,,,,,
27/03/2019 17:00,27/03/2019 17:00,0.079,0.051,0.05,11.279,,,,,,,,,,,,,
27/03/2019 18:00,27/03/2019 18:00,0,0,0.003,9.005,,,,,,,,,,,,,
27/03/2019 19:00,27/03/2019 19:00,0,0,0,8.311,,,,,,,,,,,,,
27/03/2019 20:00,27/03/2019 20:00,0,0,0,7.568,,,,,,,,,,,,,
27/03/2019 21:00,27/03/2019 21:00,0,0,0,6.664,,,,,,,,,,,,,
27/03/2019 22:00,27/03/2019 22:00,0,0,0,5.851,,,,,,,,,,,,,
27/03/2019 23:00,27/03/2019 23:00,0,0,0,5.166,,,,,,,,,,,,,
28/03/2019 00:00,28/03/2019 00:00,0,0,0,4.569,,,,,,,,,,,,,
28/03/2019 01:00,28/03/2019 01:00,0,0,0,4.225,,,,,,,,,,,,,
28/03/2019 02:00,28/03/2019 02:00,0,0,0,3.794,,,,,,,,,,,,,
28/03/2019 03:00,28/03/2019 03:00,0,0,0,3.231,,,,,,,,,,,,,
28/03/2019 04:00,28/03/2019 04:00,0,0,0,2.71,,,,,,,,,,,,,
28/03/2019 05:00,28/03/2019 05:00,0,0,0,2.516,,,,,,,,,,,,,
28/03/2019 06:00,28/03/2019 06:00,0.026,0.006,0.034,3.27,,,,,,,,,,,,,
28/03/2019 07:00,28/03/2019 07:00,0.106,0.033,0.093,4.512,,,,,,,,,,,,,
28/03/2019 08:00,28/03/2019 08:00,0.223,0.1,0.15,6.394,,,,,,,,,,,,,
28/03/2019 09:00,28/03/2019 09:00,0.472,0.383,0.152,9.473,,,,,,,,,,,,,
28/03/2019 10:00,28/03/2019 10:00,0.663,0.666,0.12,11.415,,,,,,,,,,,,,
28/03/2019 11:00,28/03/2019 11:00,0.77,0.842,0.102,12.641,,,,,,,,,,,,,
28/03/2019 12:00,28/03/2019 12:00,0.774,0.855,0.101,13.554,,,,,,,,,,,,,
28/03/2019 13:00,28/03/2019 13:00,0.728,0.792,0.099,14.183,,,,,,,,,,,,,
28/03/2019 14:00,28/03/2019 14:00,0.629,0.658,0.095,14.472,,,,,,,,,,,,,
28/03/2019 15:00,28/03/2019 15:00,0.475,0.463,0.089,14.378,,,,,,,,,,,,,
28/03/2019 16:00,28/03/2019 16:00,0.282,0.245,0.079,13.928,,,,,,,,,,,,,
28/03/2019 17:00,28/03/2019 17:00,0.085,0.055,0.053,12.663,,,,,,,,,,,,,
28/03/2019 18:00,28/03/2019 18:00,0,0,0.004,10.496,,,,,,,,,,,,,
28/03/2019 19:00,28/03/2019 19:00,0,0,0,8.905,,,,,,,,,,,,,
28/03/2019 20:00,28/03/2019 20:00,0,0,0,7.712,,,,,,,,,,,,,
28/03/2019 21:00,28/03/2019 21:00,0,0,0,6.666,,,,,,,,,,,,,
28/03/2019 22:00,28/03/2019 22:00,0,0,0,5.709,,,,,,,,,,,,,
28/03/2019 23:00,28/03/2019 23:00,0,0,0,4.989,,,,,,,,,,,,,
29/03/2019 00:00,29/03/2019 00:00,0,0,0,4.446,,,,,,,,,,,,,
29/03/2019 01:00,29/03/2019 01:00,0,0,0,3.973,,,,,,,,,,,,,
29/03/2019 02:00,29/03/2019 02:00,0,0,0,3.503,,,,,,,,,,,,,
29/03/2019 03:00,29/03/2019 03:00,0,0,0,3.03,,,,,,,,,,,,,
29/03/2019 04:00,29/03/2019 04:00,0,0,0,2.691,,,,,,,,,,,,,
29/03/2019 05:00,29/03/2019 05:00,0,0,0,2.82,,,,,,,,,,,,,
29/03/2019 06:00,29/03/2019 06:00,0.017,0.002,0.028,3.878,,,,,,,,,,,,,
29/03/2019 07:00,29/03/2019 07:00,0.072,0.012,0.079,5.051,,,,,,,,,,,,,
29/03/2019 08:00,29/03/2019 08:00,0.202,0.075,0.153,6.395,,,,,,,,,,,,,
29/03/2019 09:00,29/03/2019 09:00,0.562,0.521,0.124,9.103,,,,,,,,,,,,,
29/03/2019 10:00,29/03/2019 10:00,0.7,0.729,0.109,11.515,,,,,,,,,,,,,
29/03/2019 11:00,29/03/2019 11:00,0.749,0.8,0.115,12.887,,,,,,,,,,,,,
29/03/2019 12:00,29/03/2019 12:00,0.738,0.781,0.123,13.761,,,,,,,,,,,,,
29/03/2019 13:00,29/03/2019 13:00,0.674,0.684,0.129,14.281,,,,,,,,,,,,,
29/03/2019 14:00,29/03/2019 14:00,0.568,0.542,0.129,14.443,,,,,,,,,,,,,
29/03/2019 15:00,29/03/2019 15:00,0.413,0.352,0.124,14.23,,,,,,,,,,,,,
29/03/2019 16:00,29/03/2019 16:00,0.226,0.154,0.108,13.583,,,,,,,,,,,,,
29/03/2019 17:00,29/03/2019 17:00,0.066,0.028,0.059,11.582,,,,,,,,,,,,,
29/03/2019 18:00,29/03/2019 18:00,0,0,0.004,8.835,,,,,,,,,,,,,
29/03/2019 19:00,29/03/2019 19:00,0,0,0,7.789,,,,,,,,,,,,,
29/03/2019 20:00,29/03/2019 20:00,0,0,0,7.053,,,,,,,,,,,,,
29/03/2019 21:00,29/03/2019 21:00,0,0,0,6.408,,,,,,,,,,,,,
29/03/2019 22:00,29/03/2019 22:00,0,0,0,5.912,,,,,,,,,,,,,
29/03/2019 23:00,29/03/2019 23:00,0,0,0,5.622,,,,,,,,,,,,,
30/03/2019 00:00,30/03/2019 00:00,0,0,0,5.427,,,,,,,,,,,,,
30/03/2019 01:00,30/03/2019 01:00,0,0,0,5.153,,,,,,,,,,,,,
30/03/2019 02:00,30/03/2019 02:00,0,0,0,5.202,,,,,,,,,,,,,
30/03/2019 03:00,30/03/2019 03:00,0,0,0,5.048,,,,,,,,,,,,,
30/03/2019 04:00,30/03/2019 04:00,0,0,0,4.791,,,,,,,,,,,,,
30/03/2019 05:00,30/03/2019 05:00,0,0,0,4.523,,,,,,,,,,,,,
30/03/2019 06:00,30/03/2019 06:00,0.032,0.008,0.04,4.723,,,,,,,,,,,,,
30/03/2019 07:00,30/03/2019 07:00,0.116,0.038,0.1,5.787,,,,,,,,,,,,,
30/03/2019 08:00,30/03/2019 08:00,0.257,0.134,0.153,7.261,,,,,,,,,,,,,
30/03/2019 09:00,30/03/2019 09:00,0.563,0.532,0.12,10.792,,,,,,,,,,,,,
30/03/2019 10:00,30/03/2019 10:00,0.699,0.734,0.108,12.909,,,,,,,,,,,,,
30/03/2019 11:00,30/03/2019 11:00,0.755,0.818,0.111,13.906,,,,,,,,,,,,,
30/03/2019 12:00,30/03/2019 12:00,0.747,0.804,0.117,14.546,,,,,,,,,,,,,
30/03/2019 13:00,30/03/2019 13:00,0.7,0.737,0.117,14.888,,,,,,,,,,,,,
30/03/2019 14:00,30/03/2019 14:00,0.594,0.588,0.118,14.87,,,,,,,,,,,,,
30/03/2019 15:00,30/03/2019 15:00,0.404,0.335,0.131,14.476,,,,,,,,,,,,,
30/03/2019 16:00,30/03/2019 16:00,0.172,0.081,0.121,13.584,,,,,,,,,,,,,
30/03/2019 17:00,30/03/2019 17:00,0.042,0.009,0.052,11.656,,,,,,,,,,,,,
30/03/2019 18:00,30/03/2019 18:00,0,0,0.004,9.598,,,,,,,,,,,,,
30/03/2019 19:00,30/03/2019 19:00,0,0,0,8.878,,,,,,,,,,,,,
30/03/2019 20:00,30/03/2019 20:00,0,0,0,8.103,,,,,,,,,,,,,
30/03/2019 21:00,30/03/2019 21:00,0,0,0,7.185,,,,,,,,,,,,,
30/03/2019 22:00,30/03/2019 22:00,0,0,0,6.371,,,,,,,,,,,,,
30/03/2019 23:00,30/03/2019 23:00,0,0,0,5.919,,,,,,,,,,,,,
31/03/2019 00:00,31/03/2019 00:00,0,0,0,5.826,,,,,,,,,,,,,
31/03/2019 01:00,31/03/2019 02:00,0,0,0,5.778,,,,,,,,,,,,,
31/03/2019 02:00,31/03/2019 03:00,0,0,0,5.736,,,,,,,,,,,,,
31/03/2019 03:00,31/03/2019 04:00,0,0,0,5.63,,,,,,,,,,,,,
31/03/2019 04:00,31/03/2019 05:00,0,0,0,5.489,,,,,,,,,,,,,
31/03/2019 05:00,31/03/2019 06:00,0,0,0,5.459,,,,,,,,,,,,,
31/03/2019 06:00,31/03/2019 07:00,0.017,0.001,0.028,5.806,,,,,,,,,,,,,
31/03/2019 07:00,31/03/2019 08:00,0.079,0.01,0.088,6.579,,,,,,,,,,,,,
31/03/2019 08:00,31/03/2019 09:00,0.166,0.033,0.157,7.432,,,,,,,,,,,,,
31/03/2019 09:00,31/03/2019 10:00,0.24,0.058,0.212,8.179,,,,,,,,,,,,,
31/03/2019 10:00,31/03/2019 11:00,0.301,0.084,0.254,8.963,,,,,,,,,,,,,
31/03/2019 11:00,31/03/2019 12:00,0.343,0.107,0.28,9.664,,,,,,,,,,,,,
31/03/2019 12:00,31/03/2019 13:00,0.333,0.098,0.278,10.209,,,,,,,,,,,,,
31/03/2019 13:00,31/03/2019 14:00,0.318,0.094,0.265,10.643,,,,,,,,,,,,,
31/03/2019 14:00,31/03/2019 15:00,0.279,0.083,0.233,10.862,,,,,,,,,,,,,
31/03/2019 15:00,31/03/2019 16:00,0.239,0.079,0.193,10.955,,,,,,,,,,,,,
31/03/2019 16:00,31/03/2019 17:00,0.141,0.038,0.13,10.682,,,,,,,,,,,,,
31/03/2019 17:00,31/03/2019 18:00,0.051,0.01,0.06,9.633,,,,,,,,,,,,,
31/03/2019 18:00,31/03/2019 19:00,0,0,0.006,7.632,,,,,,,,,,,,,
31/03/2019 19:00,31/03/2019 20:00,0,0,0,6.467,,,,,,,,,,,,,
31/03/2019 20:00,31/03/2019 21:00,0,0,0,5.179,,,,,,,,,,,,,
31/03/2019 21:00,31/03/2019 22:00,0,0,0,3.986,,,,,,,,,,,,,
31/03/2019 22:00,31/03/2019 23:00,0,0,0,3.121,,,,,,,,,,,,,
31/03/2019 23:00,01/04/2019 00:00,0,0,0,2.427,,,,,,,,,,,,,
01/04/2019 00:00,01/04/2019 01:00,0,0,0,2.029,,,,,,,,,,,,,
01/04/2019 01:00,01/04/2019 02:00,0,0,0,1.86,,,,,,,,,,,,,
01/04/2019 02:00,01/04/2019 03:00,0,0,0,1.844,,,,,,,,,,,,,
01/04/2019 03:00,01/04/2019 04:00,0,0,0,1.758,,,,,,,,,,,,,
01/04/2019 04:00,01/04/2019 05:00,0,0,0,1.624,,,,,,,,,,,,,
01/04/2019 05:00,01/04/2019 06:00,0,0,0.001,1.192,,,,,,,,,,,,,
01/04/2019 06:00,01/04/2019 07:00,0.039,0.012,0.043,1.648,,,,,,,,,,,,,
01/04/2019 07:00,01/04/2019 08:00,0.191,0.118,0.095,3.168,,,,,,,,,,,,,
01/04/2019 08:00,01/04/2019 09:00,0.419,0.363,0.1,5.441,,,,,,,,,,,,,
01/04/2019 09:00,01/04/2019 10:00,0.603,0.593,0.098,7.567,,,,,,,,,,,,,
01/04/2019 10:00,01/04/2019 11:00,0.711,0.741,0.102,9.476,,,,,,,,,,,,,
01/04/2019 11:00,01/04/2019 12:00,0.766,0.826,0.105,11.236,,,,,,,,,,,,,
01/04/2019 12:00,01/04/2019 13:00,0.773,0.845,0.104,12.66,,,,,,,,,,,,,
01/04/2019 13:00,01/04/2019 14:00,0.727,0.784,0.102,13.499,,,,,,,,,,,,,
01/04/2019 14:00,01/04/2019 15:00,0.628,0.65,0.099,13.835,,,,,,,,,,,,,
01/04/2019 15:00,01/04/2019 16:00,0.476,0.458,0.094,13.781,,,,,,,,,,,,,
01/04/2019 16:00,01/04/2019 17:00,0.282,0.237,0.086,13.281,,,,,,,,,,,,,
01/04/2019 17:00,01/04/2019 18:00,0.092,0.055,0.06,11.444,,,,,,,,,,,,,
01/04/2019 18:00,01/04/2019 19:00,0.001,0,0.007,8.496,,,,,,,,,,,,,
01/04/2019 19:00,01/04/2019 20:00,0,0,0,7.036,,,,,,,,,,,,,
01/04/2019 20:00,01/04/2019 21:00,0,0,0,6.596,,,,,,,,,,,,,
01/04/2019 21:00,01/04/2019 22:00,0,0,0,6.555,,,,,,,,,,,,,
01/04/2019 22:00,01/04/2019 23:00,0,0,0,5.739,,,,,,,,,,,,,
01/04/2019 23:00,02/04/2019 00:00,0,0,0,4.579,,,,,,,,,,,,,
02/04/2019 00:00,02/04/2019 01:00,0,0,0,3.982,,,,,,,,,,,,,
02/04/2019 01:00,02/04/2019 02:00,0,0,0,4.804,,,,,,,,,,,,,
02/04/2019 02:00,02/04/2019 03:00,0,0,0,5.35,,,,,,,,,,,,,
02/04/2019 03:00,02/04/2019 04:00,0,0,0,5.389,,,,,,,,,,,,,
02/04/2019 04:00,02/04/2019 05:00,0,0,0,5.276,,,,,,,,,,,,,
02/04/2019 05:00,02/04/2019 06:00,0,0,0,4.939,,,,,,,,,,,,,
02/04/2019 06:00,02/04/2019 07:00,0.005,0,0.014,4.546,,,,,,,,,,,,,
02/04/2019 07:00,02/04/2019 08:00,0.033,0.001,0.047,4.465,,,,,,,,,,,,,
02/04/2019 08:00,02/04/2019 09:00,0.089,0.006,0.103,4.889,,,,,,,,,,,,,
02/04/2019 09:00,02/04/2019 10:00,0.199,0.029,0.195,5.986,,,,,,,,,,,,,
02/04/2019 10:00,02/04/2019 11:00,0.331,0.097,0.271,7.216,,,,,,,,,,,,,
02/04/2019 11:00,02/04/2019 12:00,0.419,0.17,0.299,8.028,,,,,,,,,,,,,
02/04/2019 12:00,02/04/2019 13:00,0.406,0.154,0.301,8.181,,,,,,,,,,,,,
02/04/2019 13:00,02/04/2019 14:00,0.329,0.092,0.275,7.856,,,,,,,,,,,,,
02/04/2019 14:00,02/04/2019 15:00,0.264,0.06,0.235,7.345,,,,,,,,,,,,,
02/04/2019 15:00,02/04/2019 16:00,0.193,0.036,0.183,6.795,,,,,,,,,,,,,
02/04/2019 16:00,02/04/2019 17:00,0.095,0.01,0.106,6.043,,,,,,,,,,,,,
02/04/2019 17:00,02/04/2019 18:00,0.029,0.002,0.042,5.087,,,,,,,,,,,,,
02/04/2019 18:00,02/04/2019 19:00,0,0,0.004,3.93,,,,,,,,,,,,,
02/04/2019 19:00,02/04/2019 20:00,0,0,0,3.433,,,,,,,,,,,,,
02/04/2019 20:00,02/04/2019 21:00,0,0,0,3.117,,,,,,,,,,,,,
02/04/2019 21:00,02/04/2019 22:00,0,0,0,2.665,,,,,,,,,,,,,
02/04/2019 22:00,02/04/2019 23:00,0,0,0,2.234,,,,,,,,,,,,,
02/04/2019 23:00,03/04/2019 00:00,0,0,0,1.802,,,,,,,,,,,,,
03/04/2019 00:00,03/04/2019 01:00,0,0,0,1.273,,,,,,,,,,,,,
03/04/2019 01:00,03/04/2019 02:00,0,0,0,0.815,,,,,,,,,,,,,
03/04/2019 02:00,03/04/2019 03:00,0,0,0,0.531,,,,,,,,,,,,,
03/04/2019 03:00,03/04/2019 04:00,0,0,0,0.32,,,,,,,,,,,,,
03/04/2019 04:00,03/04/2019 05:00,0,0,0,0.2,,,,,,,,,,,,,
03/04/2019 05:00,03/04/2019 06:00,0,0,0.001,0.199,,,,,,,,,,,,,
03/04/2019 06:00,03/04/2019 07:00,0.03,0.003,0.042,0.637,,,,,,,,,,,,,
03/04/2019 07:00,03/04/2019 08:00,0.106,0.019,0.106,1.602,,,,,,,,,,,,,
03/04/2019 08:00,03/04/2019 09:00,0.258,0.096,0.188,3.245,,,,,,,,,,,,,
03/04/2019 09:00,03/04/2019 10:00,0.322,0.12,0.234,4.453,,,,,,,,,,,,,
03/04/2019 10:00,03/04/2019 11:00,0.384,0.149,0.275,5.431,,,,,,,,,,,,,
03/04/2019 11:00,03/04/2019 12:00,0.364,0.113,0.289,6.045,,,,,,,,,,,,,
03/04/2019 12:00,03/04/2019 13:00,0.335,0.086,0.285,6.341,,,,,,,,,,,,,
03/04/2019 13:00,03/04/2019 14:00,0.257,0.044,0.241,6.188,,,,,,,,,,,,,
03/04/2019 14:00,03/04/2019 15:00,0.218,0.034,0.21,6.025,,,,,,,,,,,,,
03/04/2019 15:00,03/04/2019 16:00,0.153,0.019,0.157,5.68,,,,,,,,,,,,,
03/04/2019 16:00,03/04/2019 17:00,0.065,0.004,0.08,5.04,,,,,,,,,,,,,
03/04/2019 17:00,03/04/2019 18:00,0.019,0.001,0.032,4.277,,,,,,,,,,,,,
03/04/2019 18:00,03/04/2019 19:00,0,0,0.004,3.234,,,,,,,,,,,,,
03/04/2019 19:00,03/04/2019 20:00,0,0,0,2.637,,,,,,,,,,,,,
03/04/2019 20:00,03/04/2019 21:00,0,0,0,2.287,,,,,,,,,,,,,
03/04/2019 21:00,03/04/2019 22:00,0,0,0,2.023,,,,,,,,,,,,,
03/04/2019 22:00,03/04/2019 23:00,0,0,0,1.876,,,,,,,,,,,,,
03/04/2019 23:00,04/04/2019 00:00,0,0,0,1.831,,,,,,,,,,,,,
04/04/2019 00:00,04/04/2019 01:00,0,0,0,1.927,,,,,,,,,,,,,
04/04/2019 01:00,04/04/2019 02:00,0,0,0,1.856,,,,,,,,,,,,,
04/04/2019 02:00,04/04/2019 03:00,0,0,0,1.613,,,,,,,,,,,,,
04/04/2019 03:00,04/04/2019 04:00,0,0,0,1.366,,,,,,,,,,,,,
04/04/2019 04:00,04/04/2019 05:00,0,0,0,1.133,,,,,,,,,,,,,
04/04/2019 05:00,04/04/2019 06:00,0,0,0.001,1.017,,,,,,,,,,,,,
04/04/2019 06:00,04/04/2019 07:00,0.01,0,0.021,1.263,,,,,,,,,,,,,
04/04/2019 07:00,04/04/2019 08:00,0.038,0.001,0.052,1.909,,,,,,,,,,,,,
04/04/2019 08:00,04/04/2019 09:00,0.067,0.003,0.083,2.762,,,,,,,,,,,,,
04/04/2019 09:00,04/04/2019 10:00,0.098,0.004,0.113,3.768,,,,,,,,,,,,,
04/04/2019 10:00,04/04/2019 11:00,0.142,0.008,0.156,4.687,,,,,,,,,,,,,
04/04/2019 11:00,04/04/2019 12:00,0.178,0.011,0.19,5.243,,,,,,,,,,,,,
04/04/2019 12:00,04/04/2019 13:00,0.175,0.011,0.188,5.523,,,,,,,,,,,,,
04/04/2019 13:00,04/04/2019 14:00,0.163,0.01,0.176,5.86,,,,,,,,,,,,,
04/04/2019 14:00,04/04/2019 15:00,0.148,0.01,0.162,6.104,,,,,,,,,,,,,
04/04/2019 15:00,04/04/2019 16:00,0.11,0.006,0.124,5.997,,,,,,,,,,,,,
04/04/2019 16:00,04/04/2019 17:00,0.063,0.003,0.079,5.626,,,,,,,,,,,,,
04/04/2019 17:00,04/04/2019 18:00,0.019,0.001,0.032,5.206,,,,,,,,,,,,,
04/04/2019 18:00,04/04/2019 19:00,0,0,0.003,4.957,,,,,,,,,,,,,
04/04/2019 19:00,04/04/2019 20:00,0,0,0,4.998,,,,,,,,,,,,,
04/04/2019 20:00,04/04/2019 21:00,0,0,0,5.099,,,,,,,,,,,,,
04/04/2019 21:00,04/04/2019 22:00,0,0,0,5.117,,,,,,,,,,,,,
04/04/2019 22:00,04/04/2019 23:00,0,0,0,5.079,,,,,,,,,,,,,
04/04/2019 23:00,05/04/2019 00:00,0,0,0,5.114,,,,,,,,,,,,,
05/04/2019 00:00,05/04/2019 01:00,0,0,0,5.218,,,,,,,,,,,,,
05/04/2019 01:00,05/04/2019 02:00,0,0,0,5.11,,,,,,,,,,,,,
05/04/2019 02:00,05/04/2019 03:00,0,0,0,4.603,,,,,,,,,,,,,
05/04/2019 03:00,05/04/2019 04:00,0,0,0,4.148,,,,,,,,,,,,,
05/04/2019 04:00,05/04/2019 05:00,0,0,0,3.98,,,,,,,,,,,,,
05/04/2019 05:00,05/04/2019 06:00,0,0,0.002,4.058,,,,,,,,,,,,,
05/04/2019 06:00,05/04/2019 07:00,0.023,0.001,0.036,4.63,,,,,,,,,,,,,
05/04/2019 07:00,05/04/2019 08:00,0.076,0.007,0.089,5.623,,,,,,,,,,,,,
05/04/2019 08:00,05/04/2019 09:00,0.157,0.021,0.16,6.911,,,,,,,,,,,,,
05/04/2019 09:00,05/04/2019 10:00,0.188,0.023,0.192,7.881,,,,,,,,,,,,,
05/04/2019 10:00,05/04/2019 11:00,0.206,0.022,0.212,8.517,,,,,,,,,,,,,
05/04/2019 11:00,05/04/2019 12:00,0.229,0.026,0.233,9.078,,,,,,,,,,,,,
05/04/2019 12:00,05/04/2019 13:00,0.243,0.03,0.245,9.529,,,,,,,,,,,,,
05/04/2019 13:00,05/04/2019 14:00,0.22,0.025,0.226,9.71,,,,,,,,,,,,,
05/04/2019 14:00,05/04/2019 15:00,0.165,0.014,0.177,9.543,,,,,,,,,,,,,
05/04/2019 15:00,05/04/2019 16:00,0.099,0.006,0.116,9.087,,,,,,,,,,,,,
05/04/2019 16:00,05/04/2019 17:00,0.053,0.002,0.069,8.436,,,,,,,,,,,,,
05/04/2019 17:00,05/04/2019 18:00,0.019,0.001,0.033,7.547,,,,,,,,,,,,,
05/04/2019 18:00,05/04/2019 19:00,0,0,0.005,6.605,,,,,,,,,,,,,
05/04/2019 19:00,05/04/2019 20:00,0,0,0,6.356,,,,,,,,,,,,,
05/04/2019 20:00,05/04/2019 21:00,0,0,0,6.168,,,,,,,,,,,,,
05/04/2019 21:00,05/04/2019 22:00,0,0,0,5.762,,,,,,,,,,,,,
05/04/2019 22:00,05/04/2019 23:00,0,0,0,5.479,,,,,,,,,,,,,
05/04/2019 23:00,06/04/2019 00:00,0,0,0,5.34,,,,,,,,,,,,,
06/04/2019 00:00,06/04/2019 01:00,0,0,0,5.083,,,,,,,,,,,,,
06/04/2019 01:00,06/04/2019 02:00,0,0,0,4.646,,,,,,,,,,,,,
06/04/2019 02:00,06/04/2019 03:00,0,0,0,4.228,,,,,,,,,,,,,
06/04/2019 03:00,06/04/2019 04:00,0,0,0,3.939,,,,,,,,,,,,,
06/04/2019 04:00,06/04/2019 05:00,0,0,0,3.643,,,,,,,,,,,,,
06/04/2019 05:00,06/04/2019 06:00,0,0,0.002,3.353,,,,,,,,,,,,,
06/04/2019 06:00,06/04/2019 07:00,0.02,0.001,0.033,3.524,,,,,,,,,,,,,
06/04/2019 07:00,06/04/2019 08:00,0.084,0.011,0.092,4.371,,,,,,,,,,,,,
06/04/2019 08:00,06/04/2019 09:00,0.189,0.048,0.166,5.674,,,,,,,,,,,,,
06/04/2019 09:00,06/04/2019 10:00,0.348,0.166,0.221,7.39,,,,,,,,,,,,,
06/04/2019 10:00,06/04/2019 11:00,0.544,0.408,0.214,9.129,,,,,,,,,,,,,
06/04/2019 11:00,06/04/2019 12:00,0.588,0.459,0.222,10.332,,,,,,,,,,,,,
06/04/2019 12:00,06/04/2019 13:00,0.546,0.391,0.24,10.958,,,,,,,,,,,,,
06/04/2019 13:00,06/04/2019 14:00,0.567,0.453,0.207,11.482,,,,,,,,,,,,,
06/04/2019 14:00,06/04/2019 15:00,0.579,0.528,0.148,11.848,,,,,,,,,,,,,
06/04/2019 15:00,06/04/2019 16:00,0.483,0.441,0.114,11.847,,,,,,,,,,,,,
06/04/2019 16:00,06/04/2019 17:00,0.303,0.246,0.098,11.331,,,,,,,,,,,,,
06/04/2019 17:00,06/04/2019 18:00,0.112,0.064,0.071,9.887,,,,,,,,,,,,,
06/04/2019 18:00,06/04/2019 19:00,0.005,0,0.014,6.845,,,,,,,,,,,,,
06/04/2019 19:00,06/04/2019 20:00,0,0,0,5.458,,,,,,,,,,,,,
06/04/2019 20:00,06/04/2019 21:00,0,0,0,4.856,,,,,,,,,,,,,
06/04/2019 21:00,06/04/2019 22:00,0,0,0,4.147,,,,,,,,,,,,,
06/04/2019 22:00,06/04/2019 23:00,0,0,0,3.522,,,,,,,,,,,,,
06/04/2019 23:00,07/04/2019 00:00,0,0,0,3.399,,,,,,,,,,,,,
07/04/2019 00:00,07/04/2019 01:00,0,0,0,3.673,,,,,,,,,,,,,
07/04/2019 01:00,07/04/2019 02:00,0,0,0,3.876,,,,,,,,,,,,,
07/04/2019 02:00,07/04/2019 03:00,0,0,0,3.875,,,,,,,,,,,,,
07/04/2019 03:00,07/04/2019 04:00,0,0,0,3.85,,,,,,,,,,,,,
07/04/2019 04:00,07/04/2019 05:00,0,0,0,3.967,,,,,,,,,,,,,
07/04/2019 05:00,07/04/2019 06:00,0,0,0.002,4.256,,,,,,,,,,,,,
07/04/2019 06:00,07/04/2019 07:00,0.017,0.001,0.03,4.89,,,,,,,,,,,,,
07/04/2019 07:00,07/04/2019 08:00,0.07,0.007,0.082,5.918,,,,,,,,,,,,,
07/04/2019 08:00,07/04/2019 09:00,0.196,0.053,0.17,7.338,,,,,,,,,,,,,
07/04/2019 09:00,07/04/2019 10:00,0.449,0.311,0.196,9.146,,,,,,,,,,,,,
07/04/2019 10:00,07/04/2019 11:00,0.698,0.7,0.133,11.147,,,,,,,,,,,,,
07/04/2019 11:00,07/04/2019 12:00,0.769,0.82,0.124,12.728,,,,,,,,,,,,,
07/04/2019 12:00,07/04/2019 13:00,0.765,0.815,0.128,13.819,,,,,,,,,,,,,
