# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.897, -2.050 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""51.89708930387609"""," ""lon"": ""-2.050085593066383"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 00:00,0,0,0,6.035,,,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 01:00,0,0,0,5.937,,,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 02:00,0,0,0,5.684,,,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 03:00,0,0,0,5.837,,,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 04:00,0,0,0,5.916,,,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 05:00,0,0,0,5.789,,,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 06:00,0,0,0,6.225,,,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 07:00,0,0,0,6.625,,,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 08:00,0,0,0.003,6.916,,,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 09:00,0.013,0.003,0.023,7.376,,,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 10:00,0.049,0.009,0.058,7.993,,,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 11:00,0.103,0.03,0.095,8.699,,,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 12:00,0.155,0.066,0.115,9.293,,,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 13:00,0.122,0.05,0.096,9.368,,,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 14:00,0.07,0.029,0.062,8.882,,,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 15:00,0.02,0.014,0.021,7.401,,,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 16:00,0,0,0,5.801,,,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 17:00,0,0,0,4.55,,,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 18:00,0,0,0,3.405,,,,,,,,,,,,,
01/01/2019 19:00,01/01/2019 19:00,0,0,0,2.469,,,,,,,,,,,,,
01/01/2019 20:00,01/01/2019 20:00,0,0,0,2.292,,,,,,,,,,,,,
01/01/2019 21:00,01/01/2019 21:00,0,0,0,2.439,,,,,,,,,,,,,
01/01/2019 22:00,01/01/2019 22:00,0,0,0,2.468,,,,,,,,,,,,,
01/01/2019 23:00,01/01/2019 23:00,0,0,0,2.073,,,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 00:00,0,0,0,1.387,,,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 01:00,0,0,0,0.718,,,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 02:00,0,0,0,0.249,,,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 03:00,0,0,0,-0.232,,,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 04:00,0,0,0,-0.54,,,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 05:00,0,0,0,-0.767,,,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 06:00,0,0,0,-1.018,,,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 07:00,0,0,0,-1.262,,,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 08:00,0.013,0.015,0.01,-1.374,,,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 09:00,0.139,0.104,0.054,-0.488,,,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 10:00,0.358,0.313,0.073,0.7,,,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 11:00,0.479,0.45,0.074,2.085,,,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 12:00,0.471,0.443,0.077,3.869,,,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 13:00,0.387,0.35,0.075,4.419,,,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 14:00,0.203,0.163,0.063,3.991,,,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 15:00,0.037,0.031,0.022,2.535,,,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 16:00,0,0,0,1.718,,,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 17:00,0,0,0,1.636,,,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 18:00,0,0,0,1.691,,,,,,,,,,,,,
02/01/2019 19:00,02/01/2019 19:00,0,0,0,1.854,,,,,,,,,,,,,
02/01/2019 20:00,02/01/2019 20:00,0,0,0,1.987,,,,,,,,,,,,,
02/01/2019 21:00,02/01/2019 21:00,0,0,0,1.994,,,,,,,,,,,,,
02/01/2019 22:00,02/01/2019 22:00,0,0,0,1.691,,,,,,,,,,,,,
02/01/2019 23:00,02/01/2019 23:00,0,0,0,1.298,,,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 00:00,0,0,0,1.06,,,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 01:00,0,0,0,0.847,,,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 02:00,0,0,0,0.54,,,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 03:00,0,0,0,0.277,,,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 04:00,0,0,0,0.24,,,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 05:00,0,0,0,0.255,,,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 06:00,0,0,0,0.247,,,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 07:00,0,0,0,0.42,,,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 08:00,0.015,0.016,0.011,0.716,,,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 09:00,0.142,0.106,0.056,1.368,,,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 10:00,0.294,0.238,0.082,2.49,,,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 11:00,0.38,0.322,0.093,3.294,,,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 12:00,0.349,0.282,0.099,3.571,,,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 13:00,0.286,0.222,0.091,3.546,,,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 14:00,0.167,0.122,0.067,3.173,,,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 15:00,0.041,0.034,0.023,2.049,,,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 16:00,0,0,0,1.208,,,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 17:00,0,0,0,0.389,,,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 18:00,0,0,0,-0.299,,,,,,,,,,,,,
03/01/2019 19:00,03/01/2019 19:00,0,0,0,-0.772,,,,,,,,,,,,,
03/01/2019 20:00,03/01/2019 20:00,0,0,0,-1.017,,,,,,,,,,,,,
03/01/2019 21:00,03/01/2019 21:00,0,0,0,-1.091,,,,,,,,,,,,,
03/01/2019 22:00,03/01/2019 22:00,0,0,0,-1.553,,,,,,,,,,,,,
03/01/2019 23:00,03/01/2019 23:00,0,0,0,-1.494,,,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 00:00,0,0,0,-1.072,,,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 01:00,0,0,0,-1.39,,,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 02:00,0,0,0,-2.011,,,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 03:00,0,0,0,-2.398,,,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 04:00,0,0,0,-2.266,,,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 05:00,0,0,0,-2.161,,,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 06:00,0,0,0,-2.259,,,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 07:00,0,0,0,-2.54,,,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 08:00,0.032,0.034,0.012,-2.753,,,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 09:00,0.184,0.147,0.055,-1.512,,,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 10:00,0.274,0.21,0.084,-0.571,,,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 11:00,0.326,0.251,0.1,0.683,,,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 12:00,0.351,0.279,0.1,1.707,,,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 13:00,0.272,0.204,0.092,1.821,,,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 14:00,0.172,0.125,0.067,1.01,,,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 15:00,0.058,0.05,0.025,-1.062,,,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 16:00,0,0,0,-2.365,,,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 17:00,0,0,0,-2.585,,,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 18:00,0,0,0,-2.642,,,,,,,,,,,,,
04/01/2019 19:00,04/01/2019 19:00,0,0,0,-2.619,,,,,,,,,,,,,
04/01/2019 20:00,04/01/2019 20:00,0,0,0,-2.382,,,,,,,,,,,,,
04/01/2019 21:00,04/01/2019 21:00,0,0,0,-2.115,,,,,,,,,,,,,
04/01/2019 22:00,04/01/2019 22:00,0,0,0,-1.992,,,,,,,,,,,,,
04/01/2019 23:00,04/01/2019 23:00,0,0,0,-1.902,,,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 00:00,0,0,0,-1.741,,,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 01:00,0,0,0,-1.653,,,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 02:00,0,0,0,-1.589,,,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 03:00,0,0,0,-1.584,,,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 04:00,0,0,0,-1.591,,,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 05:00,0,0,0,-1.568,,,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 06:00,0,0,0,-1.633,,,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 07:00,0,0,0,-1.684,,,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 08:00,0.012,0.012,0.011,-1.605,,,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 09:00,0.102,0.064,0.055,-0.739,,,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 10:00,0.275,0.212,0.086,0.419,,,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 11:00,0.412,0.358,0.089,1.644,,,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 12:00,0.415,0.363,0.09,2.643,,,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 13:00,0.347,0.294,0.084,3.035,,,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 14:00,0.215,0.172,0.065,2.238,,,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 15:00,0.05,0.042,0.025,0.421,,,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 16:00,0,0,0,-0.308,,,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 17:00,0,0,0,0.232,,,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 18:00,0,0,0,0.599,,,,,,,,,,,,,
05/01/2019 19:00,05/01/2019 19:00,0,0,0,0.871,,,,,,,,,,,,,
05/01/2019 20:00,05/01/2019 20:00,0,0,0,1.045,,,,,,,,,,,,,
05/01/2019 21:00,05/01/2019 21:00,0,0,0,1.253,,,,,,,,,,,,,
05/01/2019 22:00,05/01/2019 22:00,0,0,0,1.441,,,,,,,,,,,,,
05/01/2019 23:00,05/01/2019 23:00,0,0,0,1.604,,,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 00:00,0,0,0,1.754,,,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 01:00,0,0,0,1.951,,,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 02:00,0,0,0,2.054,,,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 03:00,0,0,0,2.017,,,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 04:00,0,0,0,2.005,,,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 05:00,0,0,0,2.018,,,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 06:00,0,0,0,2.057,,,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 07:00,0,0,0,1.834,,,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 08:00,0.004,0.004,0.009,1.755,,,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 09:00,0.045,0.015,0.047,3.079,,,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 10:00,0.055,0.01,0.062,4.129,,,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 11:00,0.068,0.011,0.075,4.81,,,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 12:00,0.101,0.025,0.097,5.43,,,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 13:00,0.109,0.036,0.094,5.518,,,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 14:00,0.066,0.022,0.062,4.609,,,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 15:00,0.01,0.004,0.016,3.26,,,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 16:00,0,0,0,2.706,,,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 17:00,0,0,0,2.927,,,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 18:00,0,0,0,3.193,,,,,,,,,,,,,
06/01/2019 19:00,06/01/2019 19:00,0,0,0,3.192,,,,,,,,,,,,,
06/01/2019 20:00,06/01/2019 20:00,0,0,0,3.063,,,,,,,,,,,,,
06/01/2019 21:00,06/01/2019 21:00,0,0,0,2.981,,,,,,,,,,,,,
06/01/2019 22:00,06/01/2019 22:00,0,0,0,2.923,,,,,,,,,,,,,
06/01/2019 23:00,06/01/2019 23:00,0,0,0,2.942,,,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 00:00,0,0,0,3.031,,,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 01:00,0,0,0,3.065,,,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 02:00,0,0,0,3.185,,,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 03:00,0,0,0,3.257,,,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 04:00,0,0,0,3.396,,,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 05:00,0,0,0,3.665,,,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 06:00,0,0,0,4.004,,,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 07:00,0,0,0,4.387,,,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 08:00,0.001,0.001,0.006,4.805,,,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 09:00,0.024,0.005,0.033,5.483,,,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 10:00,0.045,0.007,0.055,6.338,,,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 11:00,0.08,0.016,0.085,7.491,,,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 12:00,0.109,0.03,0.102,8.595,,,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 13:00,0.138,0.058,0.105,9.298,,,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 14:00,0.066,0.023,0.063,9.235,,,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 15:00,0.008,0.004,0.016,8.777,,,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 16:00,0,0,0,8.421,,,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 17:00,0,0,0,8.197,,,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 18:00,0,0,0,8.205,,,,,,,,,,,,,
07/01/2019 19:00,07/01/2019 19:00,0,0,0,8.304,,,,,,,,,,,,,
07/01/2019 20:00,07/01/2019 20:00,0,0,0,8.319,,,,,,,,,,,,,
07/01/2019 21:00,07/01/2019 21:00,0,0,0,7.84,,,,,,,,,,,,,
07/01/2019 22:00,07/01/2019 22:00,0,0,0,6.66,,,,,,,,,,,,,
07/01/2019 23:00,07/01/2019 23:00,0,0,0,5.276,,,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 00:00,0,0,0,4.23,,,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 01:00,0,0,0,3.561,,,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 02:00,0,0,0,3.414,,,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 03:00,0,0,0,3.466,,,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 04:00,0,0,0,3.361,,,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 05:00,0,0,0,3.561,,,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 06:00,0,0,0,3.965,,,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 07:00,0,0,0,4.445,,,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 08:00,0.004,0.004,0.008,4.693,,,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 09:00,0.059,0.027,0.05,5.282,,,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 10:00,0.184,0.115,0.093,5.843,,,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 11:00,0.375,0.318,0.097,6.633,,,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 12:00,0.45,0.418,0.086,7.291,,,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 13:00,0.413,0.386,0.075,7.381,,,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 14:00,0.274,0.244,0.062,6.857,,,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 15:00,0.072,0.063,0.028,5.181,,,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 16:00,0,0,0,3.198,,,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 17:00,0,0,0,2.549,,,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 18:00,0,0,0,2.006,,,,,,,,,,,,,
08/01/2019 19:00,08/01/2019 19:00,0,0,0,1.667,,,,,,,,,,,,,
08/01/2019 20:00,08/01/2019 20:00,0,0,0,1.707,,,,,,,,,,,,,
08/01/2019 21:00,08/01/2019 21:00,0,0,0,1.732,,,,,,,,,,,,,
08/01/2019 22:00,08/01/2019 22:00,0,0,0,1.893,,,,,,,,,,,,,
08/01/2019 23:00,08/01/2019 23:00,0,0,0,1.847,,,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 00:00,0,0,0,1.791,,,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 01:00,0,0,0,1.727,,,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 02:00,0,0,0,1.366,,,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 03:00,0,0,0,1.324,,,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 04:00,0,0,0,1.322,,,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 05:00,0,0,0,0.69,,,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 06:00,0,0,0,0.828,,,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 07:00,0,0,0,0.147,,,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 08:00,0.018,0.018,0.013,0.018,,,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 09:00,0.128,0.09,0.057,0.888,,,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 10:00,0.432,0.402,0.068,1.896,,,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 11:00,0.51,0.491,0.071,3.16,,,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 12:00,0.501,0.479,0.075,4.037,,,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 13:00,0.381,0.339,0.079,4.235,,,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 14:00,0.241,0.201,0.065,3.796,,,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 15:00,0.074,0.063,0.028,2.07,,,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 16:00,0,0,0,0.166,,,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 17:00,0,0,0,-0.368,,,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 18:00,0,0,0,-0.734,,,,,,,,,,,,,
09/01/2019 19:00,09/01/2019 19:00,0,0,0,-1.109,,,,,,,,,,,,,
09/01/2019 20:00,09/01/2019 20:00,0,0,0,-0.916,,,,,,,,,,,,,
09/01/2019 21:00,09/01/2019 21:00,0,0,0,-0.708,,,,,,,,,,,,,
09/01/2019 22:00,09/01/2019 22:00,0,0,0,-0.952,,,,,,,,,,,,,
09/01/2019 23:00,09/01/2019 23:00,0,0,0,-1.133,,,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 00:00,0,0,0,-1.262,,,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 01:00,0,0,0,-1.304,,,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 02:00,0,0,0,-1.291,,,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 03:00,0,0,0,-1.339,,,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 04:00,0,0,0,-1.373,,,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 05:00,0,0,0,-1.415,,,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 06:00,0,0,0,-1.504,,,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 07:00,0,0,0,-1.479,,,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 08:00,0.011,0.009,0.013,-1.092,,,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 09:00,0.083,0.039,0.062,0.452,,,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 10:00,0.131,0.052,0.098,1.699,,,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 11:00,0.106,0.026,0.099,2.682,,,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 12:00,0.065,0.009,0.074,3.262,,,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 13:00,0.041,0.005,0.052,3.48,,,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 14:00,0.025,0.003,0.036,3.582,,,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 15:00,0.006,0.002,0.013,3.296,,,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 16:00,0,0,0,3.243,,,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 17:00,0,0,0,3.881,,,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 18:00,0,0,0,4.558,,,,,,,,,,,,,
10/01/2019 19:00,10/01/2019 19:00,0,0,0,5.099,,,,,,,,,,,,,
10/01/2019 20:00,10/01/2019 20:00,0,0,0,5.254,,,,,,,,,,,,,
10/01/2019 21:00,10/01/2019 21:00,0,0,0,5.023,,,,,,,,,,,,,
10/01/2019 22:00,10/01/2019 22:00,0,0,0,4.499,,,,,,,,,,,,,
10/01/2019 23:00,10/01/2019 23:00,0,0,0,3.796,,,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 00:00,0,0,0,3.202,,,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 01:00,0,0,0,2.795,,,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 02:00,0,0,0,2.705,,,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 03:00,0,0,0,2.991,,,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 04:00,0,0,0,3.284,,,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 05:00,0,0,0,3.538,,,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 06:00,0,0,0,3.743,,,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 07:00,0,0,0,4.092,,,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 08:00,0.004,0.003,0.009,4.466,,,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 09:00,0.038,0.01,0.044,5.283,,,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 10:00,0.071,0.016,0.074,5.92,,,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 11:00,0.106,0.028,0.099,6.442,,,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 12:00,0.14,0.048,0.115,6.829,,,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 13:00,0.12,0.042,0.101,6.933,,,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 14:00,0.06,0.017,0.061,6.622,,,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 15:00,0.014,0.006,0.021,5.654,,,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 16:00,0,0,0,4.55,,,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 17:00,0,0,0,4.112,,,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 18:00,0,0,0,3.999,,,,,,,,,,,,,
11/01/2019 19:00,11/01/2019 19:00,0,0,0,3.766,,,,,,,,,,,,,
11/01/2019 20:00,11/01/2019 20:00,0,0,0,3.411,,,,,,,,,,,,,
11/01/2019 21:00,11/01/2019 21:00,0,0,0,3.062,,,,,,,,,,,,,
11/01/2019 22:00,11/01/2019 22:00,0,0,0,2.911,,,,,,,,,,,,,
11/01/2019 23:00,11/01/2019 23:00,0,0,0,2.852,,,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 00:00,0,0,0,3.625,,,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 01:00,0,0,0,4.144,,,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 02:00,0,0,0,4.156,,,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 03:00,0,0,0,4.445,,,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 04:00,0,0,0,5.225,,,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 05:00,0,0,0,6.123,,,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 06:00,0,0,0,6.795,,,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 07:00,0,0,0,7.289,,,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 08:00,0,0,0.003,7.529,,,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 09:00,0.006,0.001,0.015,7.849,,,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 10:00,0.034,0.004,0.047,8.042,,,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 11:00,0.1,0.021,0.102,8.297,,,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 12:00,0.091,0.016,0.096,8.248,,,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 13:00,0.049,0.006,0.061,7.954,,,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 14:00,0.023,0.003,0.035,7.645,,,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 15:00,0.005,0.001,0.013,7.365,,,,,,,,,,,,,
12/01/2019 16:00,12/01/2019 16:00,0,0,0,7.2,,,,,,,,,,,,,
12/01/2019 17:00,12/01/2019 17:00,0,0,0,7.351,,,,,,,,,,,,,
12/01/2019 18:00,12/01/2019 18:00,0,0,0,7.579,,,,,,,,,,,,,
12/01/2019 19:00,12/01/2019 19:00,0,0,0,7.912,,,,,,,,,,,,,
